ID,Questions,Responses
75,q2_so not deploying anything yet.,0
76,q2_so not deploying anything yet.,0
77,q2_so not deploying anything yet.,0
78,q2_so not deploying anything yet.,0
79,q2_so not deploying anything yet.,0
80,q2_so not deploying anything yet.,0
81,q2_so not deploying anything yet.,0
82,q2_so not deploying anything yet.,0
83,q2_so not deploying anything yet.,0
84,q2_so not deploying anything yet.,0
85,q2_so not deploying anything yet.,0
86,q2_so not deploying anything yet.,0
87,q2_so not deploying anything yet.,0
88,q2_so not deploying anything yet.,0
89,q2_so not deploying anything yet.,0
90,q2_so not deploying anything yet.,0
91,q2_so not deploying anything yet.,0
92,q2_so not deploying anything yet.,0
93,q2_so not deploying anything yet.,0
94,q2_so not deploying anything yet.,0
95,q2_so not deploying anything yet.,0
96,q2_so not deploying anything yet.,0
97,q2_so not deploying anything yet.,0
98,q2_so not deploying anything yet.,0
99,q2_so not deploying anything yet.,0
100,q2_so not deploying anything yet.,0
101,q2_so not deploying anything yet.,0
102,q2_so not deploying anything yet.,0
103,q2_so not deploying anything yet.,0
104,q2_so not deploying anything yet.,0
105,q2_so not deploying anything yet.,0
106,q2_so not deploying anything yet.,0
107,q2_so not deploying anything yet.,0
108,q2_so not deploying anything yet.,0
109,q2_so not deploying anything yet.,0
110,q2_so not deploying anything yet.,0
111,q2_so not deploying anything yet.,0
112,q2_so not deploying anything yet.,0
113,q2_so not deploying anything yet.,0
114,q2_so not deploying anything yet.,0
115,q2_so not deploying anything yet.,0
116,q2_so not deploying anything yet.,0
117,q2_so not deploying anything yet.,0
118,q2_so not deploying anything yet.,
119,q2_so not deploying anything yet.,0
120,q2_so not deploying anything yet.,0
121,q2_so not deploying anything yet.,0
122,q2_so not deploying anything yet.,0
123,q2_so not deploying anything yet.,0
124,q2_so not deploying anything yet.,0
125,q2_so not deploying anything yet.,0
126,q2_so not deploying anything yet.,0
127,q2_so not deploying anything yet.,0
128,q2_so not deploying anything yet.,0
129,q2_so not deploying anything yet.,0
130,q2_so not deploying anything yet.,0
131,q2_so not deploying anything yet.,0
132,q2_so not deploying anything yet.,0
133,q2_so not deploying anything yet.,0
134,q2_so not deploying anything yet.,0
135,q2_so not deploying anything yet.,0
136,q2_so not deploying anything yet.,0
137,q2_so not deploying anything yet.,0
138,q2_so not deploying anything yet.,0
139,q2_so not deploying anything yet.,0
140,q2_so not deploying anything yet.,0
141,q2_so not deploying anything yet.,0
142,q2_so not deploying anything yet.,0
143,q2_so not deploying anything yet.,0
144,q2_so not deploying anything yet.,0
145,q2_so not deploying anything yet.,0
146,q2_so not deploying anything yet.,0
147,q2_so not deploying anything yet.,0
148,q2_so not deploying anything yet.,0
149,q2_so not deploying anything yet.,0
150,q2_so not deploying anything yet.,0
151,q2_so not deploying anything yet.,0
152,q2_so not deploying anything yet.,0
153,q2_so not deploying anything yet.,0
154,q2_so not deploying anything yet.,0
155,q2_so not deploying anything yet.,0
156,q2_so not deploying anything yet.,0
157,q2_so not deploying anything yet.,0
158,q2_so not deploying anything yet.,0
159,q2_so not deploying anything yet.,
160,q2_so not deploying anything yet.,0
161,q2_so not deploying anything yet.,0
162,q2_so not deploying anything yet.,0
163,q2_so not deploying anything yet.,0
164,q2_so not deploying anything yet.,0
165,q2_so not deploying anything yet.,0
166,q2_so not deploying anything yet.,0
167,q2_so not deploying anything yet.,0
168,q2_so not deploying anything yet.,0
169,q2_so not deploying anything yet.,0
170,q2_so not deploying anything yet.,0
171,q2_so not deploying anything yet.,0
172,q2_so not deploying anything yet.,0
173,q2_so not deploying anything yet.,0
174,q2_so not deploying anything yet.,0
175,q2_so not deploying anything yet.,0
176,q2_so not deploying anything yet.,0
177,q2_so not deploying anything yet.,0
178,q2_so not deploying anything yet.,0
179,q2_so not deploying anything yet.,0
180,q2_so not deploying anything yet.,0
181,q2_so not deploying anything yet.,
182,q2_so not deploying anything yet.,0
183,q2_so not deploying anything yet.,0
184,q2_so not deploying anything yet.,0
185,q2_so not deploying anything yet.,0
186,q2_so not deploying anything yet.,0
187,q2_so not deploying anything yet.,0
188,q2_so not deploying anything yet.,0
189,q2_so not deploying anything yet.,0
190,q2_so not deploying anything yet.,0
191,q2_so not deploying anything yet.,0
192,q2_so not deploying anything yet.,0
193,q2_so not deploying anything yet.,0
194,q2_so not deploying anything yet.,0
195,q2_so not deploying anything yet.,0
196,q2_so not deploying anything yet.,0
197,q2_so not deploying anything yet.,0
198,q2_so not deploying anything yet.,0
199,q2_so not deploying anything yet.,0
200,q2_so not deploying anything yet.,0
201,q2_so not deploying anything yet.,0
202,q2_so not deploying anything yet.,0
203,q2_so not deploying anything yet.,0
204,q2_so not deploying anything yet.,
205,q2_so not deploying anything yet.,0
206,q2_so not deploying anything yet.,0
207,q2_so not deploying anything yet.,0
208,q2_so not deploying anything yet.,0
209,q2_so not deploying anything yet.,0
210,q2_so not deploying anything yet.,0
211,q2_so not deploying anything yet.,0
212,q2_so not deploying anything yet.,0
213,q2_so not deploying anything yet.,0
214,q2_so not deploying anything yet.,0
215,q2_so not deploying anything yet.,0
216,q2_so not deploying anything yet.,0
1,q2_Tableau,0
2,q2_Tableau,0
3,q2_Tableau,0
4,q2_Tableau,0
5,q2_Tableau,0
6,q2_Tableau,0
7,q2_Tableau,0
8,q2_Tableau,0
9,q2_Tableau,0
10,q2_Tableau,0
11,q2_Tableau,0
12,q2_Tableau,0
13,q2_Tableau,0
14,q2_Tableau,
15,q2_Tableau,0
16,q2_Tableau,0
17,q2_Tableau,0
18,q2_Tableau,0
19,q2_Tableau,0
20,q2_Tableau,0
21,q2_Tableau,0
22,q2_Tableau,0
23,q2_Tableau,0
24,q2_Tableau,0
25,q2_Tableau,0
26,q2_Tableau,0
27,q2_Tableau,0
28,q2_Tableau,0
29,q2_Tableau,0
30,q2_Tableau,0
31,q2_Tableau,0
32,q2_Tableau,0
33,q2_Tableau,0
34,q2_Tableau,0
35,q2_Tableau,0
36,q2_Tableau,0
37,q2_Tableau,0
38,q2_Tableau,0
39,q2_Tableau,0
40,q2_Tableau,0
41,q2_Tableau,
42,q2_Tableau,0
43,q2_Tableau,0
44,q2_Tableau,0
45,q2_Tableau,0
46,q2_Tableau,0
47,q2_Tableau,0
48,q2_Tableau,0
49,q2_Tableau,0
50,q2_Tableau,0
51,q2_Tableau,0
52,q2_Tableau,0
53,q2_Tableau,0
54,q2_Tableau,0
55,q2_Tableau,0
56,q2_Tableau,0
57,q2_Tableau,0
58,q2_Tableau,0
59,q2_Tableau,0
60,q2_Tableau,0
61,q2_Tableau,0
62,q2_Tableau,0
63,q2_Tableau,0
64,q2_Tableau,0
65,q2_Tableau,0
66,q2_Tableau,0
67,q2_Tableau,0
68,q2_Tableau,0
69,q2_Tableau,0
70,q2_Tableau,0
71,q2_Tableau,0
72,q2_Tableau,0
73,q2_Tableau,0
74,q2_Tableau,0
75,q2_Tableau,0
76,q2_Tableau,0
77,q2_Tableau,0
78,q2_Tableau,0
79,q2_Tableau,0
80,q2_Tableau,0
81,q2_Tableau,0
82,q2_Tableau,0
83,q2_Tableau,0
84,q2_Tableau,0
85,q2_Tableau,0
86,q2_Tableau,0
87,q2_Tableau,0
88,q2_Tableau,0
89,q2_Tableau,0
90,q2_Tableau,0
91,q2_Tableau,0
92,q2_Tableau,0
93,q2_Tableau,0
94,q2_Tableau,0
95,q2_Tableau,0
96,q2_Tableau,0
97,q2_Tableau,0
98,q2_Tableau,0
99,q2_Tableau,0
100,q2_Tableau,0
101,q2_Tableau,0
102,q2_Tableau,0
103,q2_Tableau,0
104,q2_Tableau,0
105,q2_Tableau,0
106,q2_Tableau,0
107,q2_Tableau,0
108,q2_Tableau,0
109,q2_Tableau,0
110,q2_Tableau,0
111,q2_Tableau,0
112,q2_Tableau,0
113,q2_Tableau,0
114,q2_Tableau,0
115,q2_Tableau,0
116,q2_Tableau,0
117,q2_Tableau,0
118,q2_Tableau,
119,q2_Tableau,0
120,q2_Tableau,0
121,q2_Tableau,0
122,q2_Tableau,0
123,q2_Tableau,0
124,q2_Tableau,0
125,q2_Tableau,0
126,q2_Tableau,0
127,q2_Tableau,0
128,q2_Tableau,0
129,q2_Tableau,0
130,q2_Tableau,0
131,q2_Tableau,0
132,q2_Tableau,0
133,q2_Tableau,0
134,q2_Tableau,0
135,q2_Tableau,0
136,q2_Tableau,0
137,q2_Tableau,0
138,q2_Tableau,0
139,q2_Tableau,0
140,q2_Tableau,0
141,q2_Tableau,0
142,q2_Tableau,0
143,q2_Tableau,0
144,q2_Tableau,0
145,q2_Tableau,0
146,q2_Tableau,0
147,q2_Tableau,0
148,q2_Tableau,0
149,q2_Tableau,0
150,q2_Tableau,0
151,q2_Tableau,0
152,q2_Tableau,0
153,q2_Tableau,0
154,q2_Tableau,0
155,q2_Tableau,0
156,q2_Tableau,0
157,q2_Tableau,0
158,q2_Tableau,0
159,q2_Tableau,
160,q2_Tableau,0
161,q2_Tableau,0
162,q2_Tableau,0
163,q2_Tableau,1
164,q2_Tableau,0
165,q2_Tableau,0
166,q2_Tableau,0
167,q2_Tableau,0
168,q2_Tableau,0
169,q2_Tableau,0
170,q2_Tableau,0
171,q2_Tableau,0
172,q2_Tableau,0
173,q2_Tableau,0
174,q2_Tableau,0
175,q2_Tableau,0
176,q2_Tableau,0
177,q2_Tableau,0
178,q2_Tableau,0
179,q2_Tableau,0
180,q2_Tableau,0
181,q2_Tableau,
182,q2_Tableau,0
183,q2_Tableau,0
184,q2_Tableau,0
185,q2_Tableau,0
186,q2_Tableau,0
187,q2_Tableau,0
188,q2_Tableau,0
189,q2_Tableau,0
190,q2_Tableau,0
191,q2_Tableau,0
192,q2_Tableau,0
193,q2_Tableau,0
194,q2_Tableau,0
195,q2_Tableau,0
196,q2_Tableau,0
197,q2_Tableau,0
198,q2_Tableau,0
199,q2_Tableau,0
200,q2_Tableau,0
201,q2_Tableau,0
202,q2_Tableau,0
203,q2_Tableau,0
204,q2_Tableau,
205,q2_Tableau,0
206,q2_Tableau,0
207,q2_Tableau,0
208,q2_Tableau,0
209,q2_Tableau,0
210,q2_Tableau,0
211,q2_Tableau,0
212,q2_Tableau,0
213,q2_Tableau,0
214,q2_Tableau,0
215,q2_Tableau,0
216,q2_Tableau,0
1,q2_We don't,0
2,q2_We don't,0
3,q2_We don't,0
4,q2_We don't,0
5,q2_We don't,0
6,q2_We don't,0
7,q2_We don't,0
8,q2_We don't,0
9,q2_We don't,0
10,q2_We don't,0
11,q2_We don't,0
12,q2_We don't,0
13,q2_We don't,0
14,q2_We don't,
15,q2_We don't,0
16,q2_We don't,0
17,q2_We don't,0
18,q2_We don't,0
19,q2_We don't,0
20,q2_We don't,0
21,q2_We don't,0
22,q2_We don't,0
23,q2_We don't,0
24,q2_We don't,0
25,q2_We don't,0
26,q2_We don't,0
27,q2_We don't,0
28,q2_We don't,0
29,q2_We don't,0
30,q2_We don't,0
31,q2_We don't,0
32,q2_We don't,0
33,q2_We don't,0
34,q2_We don't,0
35,q2_We don't,0
36,q2_We don't,0
37,q2_We don't,0
38,q2_We don't,0
39,q2_We don't,0
40,q2_We don't,0
41,q2_We don't,
42,q2_We don't,0
43,q2_We don't,0
44,q2_We don't,0
45,q2_We don't,0
46,q2_We don't,0
47,q2_We don't,0
48,q2_We don't,0
49,q2_We don't,0
50,q2_We don't,0
51,q2_We don't,0
52,q2_We don't,0
53,q2_We don't,0
54,q2_We don't,0
55,q2_We don't,0
56,q2_We don't,0
57,q2_We don't,0
58,q2_We don't,0
59,q2_We don't,0
60,q2_We don't,0
61,q2_We don't,0
62,q2_We don't,0
63,q2_We don't,0
64,q2_We don't,0
65,q2_We don't,0
66,q2_We don't,0
67,q2_We don't,0
68,q2_We don't,0
69,q2_We don't,0
70,q2_We don't,0
71,q2_We don't,0
72,q2_We don't,0
73,q2_We don't,0
74,q2_We don't,0
75,q2_We don't,0
76,q2_We don't,0
77,q2_We don't,0
78,q2_We don't,0
79,q2_We don't,0
80,q2_We don't,0
81,q2_We don't,0
82,q2_We don't,0
83,q2_We don't,0
84,q2_We don't,0
85,q2_We don't,0
86,q2_We don't,0
87,q2_We don't,0
88,q2_We don't,1
89,q2_We don't,0
90,q2_We don't,0
91,q2_We don't,0
92,q2_We don't,0
93,q2_We don't,0
94,q2_We don't,0
95,q2_We don't,0
96,q2_We don't,0
97,q2_We don't,0
98,q2_We don't,0
99,q2_We don't,0
100,q2_We don't,0
101,q2_We don't,0
102,q2_We don't,0
103,q2_We don't,0
104,q2_We don't,0
105,q2_We don't,0
106,q2_We don't,0
107,q2_We don't,0
108,q2_We don't,0
109,q2_We don't,0
110,q2_We don't,0
111,q2_We don't,0
112,q2_We don't,0
113,q2_We don't,0
114,q2_We don't,0
115,q2_We don't,0
116,q2_We don't,0
117,q2_We don't,0
118,q2_We don't,
119,q2_We don't,0
120,q2_We don't,0
121,q2_We don't,0
122,q2_We don't,0
123,q2_We don't,0
124,q2_We don't,0
125,q2_We don't,0
126,q2_We don't,0
127,q2_We don't,0
128,q2_We don't,0
129,q2_We don't,0
130,q2_We don't,0
131,q2_We don't,0
132,q2_We don't,0
133,q2_We don't,0
134,q2_We don't,0
135,q2_We don't,0
136,q2_We don't,0
137,q2_We don't,0
138,q2_We don't,0
139,q2_We don't,0
140,q2_We don't,0
141,q2_We don't,0
142,q2_We don't,0
143,q2_We don't,0
144,q2_We don't,0
145,q2_We don't,0
146,q2_We don't,0
147,q2_We don't,0
148,q2_We don't,0
149,q2_We don't,0
150,q2_We don't,0
151,q2_We don't,0
152,q2_We don't,0
153,q2_We don't,0
154,q2_We don't,0
155,q2_We don't,0
156,q2_We don't,0
157,q2_We don't,0
158,q2_We don't,0
159,q2_We don't,
160,q2_We don't,0
161,q2_We don't,0
162,q2_We don't,0
163,q2_We don't,0
164,q2_We don't,0
165,q2_We don't,0
166,q2_We don't,0
167,q2_We don't,0
168,q2_We don't,0
169,q2_We don't,0
170,q2_We don't,0
171,q2_We don't,0
172,q2_We don't,0
173,q2_We don't,0
174,q2_We don't,0
175,q2_We don't,0
176,q2_We don't,0
177,q2_We don't,0
178,q2_We don't,0
179,q2_We don't,0
180,q2_We don't,0
181,q2_We don't,
182,q2_We don't,0
183,q2_We don't,0
184,q2_We don't,0
185,q2_We don't,0
186,q2_We don't,0
187,q2_We don't,0
188,q2_We don't,0
189,q2_We don't,0
190,q2_We don't,0
191,q2_We don't,0
192,q2_We don't,0
193,q2_We don't,0
194,q2_We don't,0
195,q2_We don't,0
196,q2_We don't,0
197,q2_We don't,0
198,q2_We don't,0
199,q2_We don't,0
200,q2_We don't,0
201,q2_We don't,0
202,q2_We don't,0
203,q2_We don't,0
204,q2_We don't,
205,q2_We don't,0
206,q2_We don't,0
207,q2_We don't,0
208,q2_We don't,0
209,q2_We don't,0
210,q2_We don't,0
211,q2_We don't,0
212,q2_We don't,0
213,q2_We don't,0
214,q2_We don't,0
215,q2_We don't,0
216,q2_We don't,0
1,q2_We have not deployed any DS models.,0
2,q2_We have not deployed any DS models.,0
3,q2_We have not deployed any DS models.,0
4,q2_We have not deployed any DS models.,0
5,q2_We have not deployed any DS models.,0
6,q2_We have not deployed any DS models.,0
7,q2_We have not deployed any DS models.,0
8,q2_We have not deployed any DS models.,0
9,q2_We have not deployed any DS models.,0
10,q2_We have not deployed any DS models.,0
11,q2_We have not deployed any DS models.,0
12,q2_We have not deployed any DS models.,0
13,q2_We have not deployed any DS models.,0
14,q2_We have not deployed any DS models.,
15,q2_We have not deployed any DS models.,0
16,q2_We have not deployed any DS models.,0
17,q2_We have not deployed any DS models.,0
18,q2_We have not deployed any DS models.,0
19,q2_We have not deployed any DS models.,0
20,q2_We have not deployed any DS models.,0
21,q2_We have not deployed any DS models.,0
22,q2_We have not deployed any DS models.,0
23,q2_We have not deployed any DS models.,0
24,q2_We have not deployed any DS models.,0
25,q2_We have not deployed any DS models.,0
26,q2_We have not deployed any DS models.,0
27,q2_We have not deployed any DS models.,0
28,q2_We have not deployed any DS models.,0
29,q2_We have not deployed any DS models.,0
30,q2_We have not deployed any DS models.,0
31,q2_We have not deployed any DS models.,0
32,q2_We have not deployed any DS models.,0
33,q2_We have not deployed any DS models.,0
34,q2_We have not deployed any DS models.,0
35,q2_We have not deployed any DS models.,0
36,q2_We have not deployed any DS models.,0
37,q2_We have not deployed any DS models.,0
38,q2_We have not deployed any DS models.,0
39,q2_We have not deployed any DS models.,0
40,q2_We have not deployed any DS models.,0
41,q2_We have not deployed any DS models.,
42,q2_We have not deployed any DS models.,0
43,q2_We have not deployed any DS models.,0
44,q2_We have not deployed any DS models.,0
45,q2_We have not deployed any DS models.,0
46,q2_We have not deployed any DS models.,0
47,q2_We have not deployed any DS models.,0
48,q2_We have not deployed any DS models.,0
49,q2_We have not deployed any DS models.,0
50,q2_We have not deployed any DS models.,0
51,q2_We have not deployed any DS models.,0
52,q2_We have not deployed any DS models.,0
53,q2_We have not deployed any DS models.,0
54,q2_We have not deployed any DS models.,0
55,q2_We have not deployed any DS models.,0
56,q2_We have not deployed any DS models.,0
57,q2_We have not deployed any DS models.,0
58,q2_We have not deployed any DS models.,0
59,q2_We have not deployed any DS models.,0
60,q2_We have not deployed any DS models.,0
61,q2_We have not deployed any DS models.,0
62,q2_We have not deployed any DS models.,0
63,q2_We have not deployed any DS models.,0
64,q2_We have not deployed any DS models.,0
65,q2_We have not deployed any DS models.,0
66,q2_We have not deployed any DS models.,0
67,q2_We have not deployed any DS models.,0
68,q2_We have not deployed any DS models.,0
69,q2_We have not deployed any DS models.,0
70,q2_We have not deployed any DS models.,0
71,q2_We have not deployed any DS models.,0
72,q2_We have not deployed any DS models.,0
73,q2_We have not deployed any DS models.,0
74,q2_We have not deployed any DS models.,0
75,q2_We have not deployed any DS models.,0
76,q2_We have not deployed any DS models.,0
77,q2_We have not deployed any DS models.,0
78,q2_We have not deployed any DS models.,0
79,q2_We have not deployed any DS models.,0
80,q2_We have not deployed any DS models.,0
81,q2_We have not deployed any DS models.,0
82,q2_We have not deployed any DS models.,0
83,q2_We have not deployed any DS models.,0
84,q2_We have not deployed any DS models.,0
85,q2_We have not deployed any DS models.,0
86,q2_We have not deployed any DS models.,0
87,q2_We have not deployed any DS models.,0
88,q2_We have not deployed any DS models.,0
89,q2_We have not deployed any DS models.,0
90,q2_We have not deployed any DS models.,0
91,q2_We have not deployed any DS models.,0
92,q2_We have not deployed any DS models.,0
93,q2_We have not deployed any DS models.,0
94,q2_We have not deployed any DS models.,0
95,q2_We have not deployed any DS models.,0
96,q2_We have not deployed any DS models.,0
97,q2_We have not deployed any DS models.,0
98,q2_We have not deployed any DS models.,0
99,q2_We have not deployed any DS models.,0
100,q2_We have not deployed any DS models.,0
101,q2_We have not deployed any DS models.,0
102,q2_We have not deployed any DS models.,0
103,q2_We have not deployed any DS models.,0
104,q2_We have not deployed any DS models.,0
105,q2_We have not deployed any DS models.,0
106,q2_We have not deployed any DS models.,0
107,q2_We have not deployed any DS models.,0
108,q2_We have not deployed any DS models.,0
109,q2_We have not deployed any DS models.,0
110,q2_We have not deployed any DS models.,0
111,q2_We have not deployed any DS models.,0
112,q2_We have not deployed any DS models.,0
113,q2_We have not deployed any DS models.,0
114,q2_We have not deployed any DS models.,0
115,q2_We have not deployed any DS models.,0
116,q2_We have not deployed any DS models.,0
117,q2_We have not deployed any DS models.,0
118,q2_We have not deployed any DS models.,
119,q2_We have not deployed any DS models.,0
120,q2_We have not deployed any DS models.,0
121,q2_We have not deployed any DS models.,0
122,q2_We have not deployed any DS models.,0
123,q2_We have not deployed any DS models.,0
124,q2_We have not deployed any DS models.,0
125,q2_We have not deployed any DS models.,0
126,q2_We have not deployed any DS models.,0
127,q2_We have not deployed any DS models.,0
128,q2_We have not deployed any DS models.,0
129,q2_We have not deployed any DS models.,0
130,q2_We have not deployed any DS models.,0
131,q2_We have not deployed any DS models.,0
132,q2_We have not deployed any DS models.,0
133,q2_We have not deployed any DS models.,1
134,q2_We have not deployed any DS models.,0
135,q2_We have not deployed any DS models.,0
136,q2_We have not deployed any DS models.,0
137,q2_We have not deployed any DS models.,0
138,q2_We have not deployed any DS models.,0
139,q2_We have not deployed any DS models.,0
140,q2_We have not deployed any DS models.,0
141,q2_We have not deployed any DS models.,0
142,q2_We have not deployed any DS models.,0
143,q2_We have not deployed any DS models.,0
144,q2_We have not deployed any DS models.,0
145,q2_We have not deployed any DS models.,0
146,q2_We have not deployed any DS models.,0
147,q2_We have not deployed any DS models.,0
148,q2_We have not deployed any DS models.,0
149,q2_We have not deployed any DS models.,0
150,q2_We have not deployed any DS models.,0
151,q2_We have not deployed any DS models.,0
152,q2_We have not deployed any DS models.,0
153,q2_We have not deployed any DS models.,0
154,q2_We have not deployed any DS models.,0
155,q2_We have not deployed any DS models.,0
156,q2_We have not deployed any DS models.,0
157,q2_We have not deployed any DS models.,0
158,q2_We have not deployed any DS models.,0
159,q2_We have not deployed any DS models.,
160,q2_We have not deployed any DS models.,0
161,q2_We have not deployed any DS models.,0
162,q2_We have not deployed any DS models.,0
163,q2_We have not deployed any DS models.,0
164,q2_We have not deployed any DS models.,0
165,q2_We have not deployed any DS models.,0
166,q2_We have not deployed any DS models.,0
167,q2_We have not deployed any DS models.,0
168,q2_We have not deployed any DS models.,0
169,q2_We have not deployed any DS models.,0
170,q2_We have not deployed any DS models.,0
171,q2_We have not deployed any DS models.,0
172,q2_We have not deployed any DS models.,0
173,q2_We have not deployed any DS models.,0
174,q2_We have not deployed any DS models.,0
175,q2_We have not deployed any DS models.,0
176,q2_We have not deployed any DS models.,0
177,q2_We have not deployed any DS models.,0
178,q2_We have not deployed any DS models.,0
179,q2_We have not deployed any DS models.,0
180,q2_We have not deployed any DS models.,0
181,q2_We have not deployed any DS models.,
182,q2_We have not deployed any DS models.,0
183,q2_We have not deployed any DS models.,0
184,q2_We have not deployed any DS models.,0
185,q2_We have not deployed any DS models.,0
186,q2_We have not deployed any DS models.,0
187,q2_We have not deployed any DS models.,0
188,q2_We have not deployed any DS models.,0
189,q2_We have not deployed any DS models.,0
190,q2_We have not deployed any DS models.,0
191,q2_We have not deployed any DS models.,0
192,q2_We have not deployed any DS models.,0
193,q2_We have not deployed any DS models.,0
194,q2_We have not deployed any DS models.,0
195,q2_We have not deployed any DS models.,0
196,q2_We have not deployed any DS models.,0
197,q2_We have not deployed any DS models.,0
198,q2_We have not deployed any DS models.,0
199,q2_We have not deployed any DS models.,0
200,q2_We have not deployed any DS models.,0
201,q2_We have not deployed any DS models.,0
202,q2_We have not deployed any DS models.,0
203,q2_We have not deployed any DS models.,0
204,q2_We have not deployed any DS models.,
205,q2_We have not deployed any DS models.,0
206,q2_We have not deployed any DS models.,0
207,q2_We have not deployed any DS models.,0
208,q2_We have not deployed any DS models.,0
209,q2_We have not deployed any DS models.,0
210,q2_We have not deployed any DS models.,0
211,q2_We have not deployed any DS models.,0
212,q2_We have not deployed any DS models.,0
213,q2_We have not deployed any DS models.,0
214,q2_We have not deployed any DS models.,0
215,q2_We have not deployed any DS models.,0
216,q2_We have not deployed any DS models.,0
1,q2_We're still in R&D,0
2,q2_We're still in R&D,0
3,q2_We're still in R&D,0
4,q2_We're still in R&D,0
5,q2_We're still in R&D,0
6,q2_We're still in R&D,0
7,q2_We're still in R&D,0
8,q2_We're still in R&D,0
9,q2_We're still in R&D,0
10,q2_We're still in R&D,0
11,q2_We're still in R&D,0
12,q2_We're still in R&D,1
13,q2_We're still in R&D,0
14,q2_We're still in R&D,
15,q2_We're still in R&D,0
16,q2_We're still in R&D,0
17,q2_We're still in R&D,0
18,q2_We're still in R&D,0
19,q2_We're still in R&D,0
20,q2_We're still in R&D,0
21,q2_We're still in R&D,0
22,q2_We're still in R&D,0
23,q2_We're still in R&D,0
24,q2_We're still in R&D,0
25,q2_We're still in R&D,0
26,q2_We're still in R&D,0
27,q2_We're still in R&D,0
28,q2_We're still in R&D,0
29,q2_We're still in R&D,0
30,q2_We're still in R&D,0
31,q2_We're still in R&D,0
32,q2_We're still in R&D,0
33,q2_We're still in R&D,0
34,q2_We're still in R&D,0
35,q2_We're still in R&D,0
36,q2_We're still in R&D,0
37,q2_We're still in R&D,0
38,q2_We're still in R&D,0
39,q2_We're still in R&D,0
40,q2_We're still in R&D,0
41,q2_We're still in R&D,
42,q2_We're still in R&D,0
43,q2_We're still in R&D,0
44,q2_We're still in R&D,0
45,q2_We're still in R&D,0
46,q2_We're still in R&D,0
47,q2_We're still in R&D,0
48,q2_We're still in R&D,0
49,q2_We're still in R&D,0
50,q2_We're still in R&D,0
51,q2_We're still in R&D,0
52,q2_We're still in R&D,0
53,q2_We're still in R&D,0
54,q2_We're still in R&D,0
55,q2_We're still in R&D,0
56,q2_We're still in R&D,0
57,q2_We're still in R&D,0
58,q2_We're still in R&D,0
59,q2_We're still in R&D,0
60,q2_We're still in R&D,0
61,q2_We're still in R&D,0
62,q2_We're still in R&D,0
63,q2_We're still in R&D,0
64,q2_We're still in R&D,0
65,q2_We're still in R&D,0
66,q2_We're still in R&D,0
67,q2_We're still in R&D,0
68,q2_We're still in R&D,0
69,q2_We're still in R&D,0
70,q2_We're still in R&D,0
71,q2_We're still in R&D,0
72,q2_We're still in R&D,0
73,q2_We're still in R&D,0
74,q2_We're still in R&D,0
75,q2_We're still in R&D,0
76,q2_We're still in R&D,0
77,q2_We're still in R&D,0
78,q2_We're still in R&D,0
79,q2_We're still in R&D,0
80,q2_We're still in R&D,0
81,q2_We're still in R&D,0
82,q2_We're still in R&D,0
83,q2_We're still in R&D,0
84,q2_We're still in R&D,0
85,q2_We're still in R&D,0
86,q2_We're still in R&D,0
87,q2_We're still in R&D,0
88,q2_We're still in R&D,0
89,q2_We're still in R&D,0
90,q2_We're still in R&D,0
91,q2_We're still in R&D,0
92,q2_We're still in R&D,0
93,q2_We're still in R&D,0
94,q2_We're still in R&D,0
95,q2_We're still in R&D,0
96,q2_We're still in R&D,0
97,q2_We're still in R&D,0
98,q2_We're still in R&D,0
99,q2_We're still in R&D,0
100,q2_We're still in R&D,0
101,q2_We're still in R&D,0
102,q2_We're still in R&D,0
103,q2_We're still in R&D,0
104,q2_We're still in R&D,0
105,q2_We're still in R&D,0
106,q2_We're still in R&D,0
107,q2_We're still in R&D,0
108,q2_We're still in R&D,0
109,q2_We're still in R&D,0
110,q2_We're still in R&D,0
111,q2_We're still in R&D,0
112,q2_We're still in R&D,0
113,q2_We're still in R&D,0
114,q2_We're still in R&D,0
115,q2_We're still in R&D,0
116,q2_We're still in R&D,0
117,q2_We're still in R&D,0
118,q2_We're still in R&D,
119,q2_We're still in R&D,0
120,q2_We're still in R&D,0
121,q2_We're still in R&D,0
122,q2_We're still in R&D,0
123,q2_We're still in R&D,0
124,q2_We're still in R&D,0
125,q2_We're still in R&D,0
126,q2_We're still in R&D,0
127,q2_We're still in R&D,0
128,q2_We're still in R&D,0
129,q2_We're still in R&D,0
130,q2_We're still in R&D,0
131,q2_We're still in R&D,0
132,q2_We're still in R&D,0
133,q2_We're still in R&D,0
134,q2_We're still in R&D,0
135,q2_We're still in R&D,0
136,q2_We're still in R&D,0
137,q2_We're still in R&D,0
138,q2_We're still in R&D,0
139,q2_We're still in R&D,0
140,q2_We're still in R&D,0
141,q2_We're still in R&D,0
142,q2_We're still in R&D,0
143,q2_We're still in R&D,0
144,q2_We're still in R&D,0
145,q2_We're still in R&D,0
146,q2_We're still in R&D,0
147,q2_We're still in R&D,0
148,q2_We're still in R&D,0
149,q2_We're still in R&D,0
150,q2_We're still in R&D,0
151,q2_We're still in R&D,0
152,q2_We're still in R&D,0
153,q2_We're still in R&D,0
154,q2_We're still in R&D,0
155,q2_We're still in R&D,0
156,q2_We're still in R&D,0
157,q2_We're still in R&D,0
158,q2_We're still in R&D,0
159,q2_We're still in R&D,
